severity_1-day,severity_2-day,severity_3-day,severity_4-day,severity_5-day,severity_6-day,severity_7-day,total_deaths_hospital,hospital_name,cms_certification_number,countyfips,countyname,statename,system_affiliation,latitude,longitude
1,1,1,1,1,1,1,44,Tanner Medical Center East Alabama,11306,1111,Randolph,AL,"Tanner Health System - Carrollton, GA",33.32,-85.49
1,1,1,1,1,1,1,44,MidMichigan Medical Center-West Branch,230095,26129,Ogemaw,MI,"MidMichigan Health - Midland, MI",44.26,-84.25
1,1,1,1,1,1,1,44,Mountain West Medical Center,460014,49045,Tooele,UT,"Quorum Health Corporation - Brentwood, TN",40.57,-112.3
1,1,1,1,1,1,1,44,Hilton Head Hospital,420080,45013,Beaufort,SC,"TENET Healthcare - Dallas, TX",32.22,-80.71
1,1,1,1,1,1,1,44,Forrest City Medical Center,40019,5123,St Francis,AR,"Quorum Health Corporation - Brentwood, TN",35.03,-90.78
1,1,1,1,1,1,1,44,Lakes Regional Hospital,160124,19059,Dickinson,IA,"Avera Health - Sioux Falls, SD",43.42,-95.13
1,1,1,1,1,1,1,44,Memorial Hospital,370178,40001,Adair,OK,"Not In Any System - ,",35.81,-94.64
2,2,2,2,2,2,2,44,Mayo Clinic Health System in Mankato,240093,27013,Blue Earth,MN,"Mayo Clinic Health System - Rochester, MN",44.16,-93.99
2,2,2,2,2,2,2,44,UT Health Pittsburg,451367,48063,Camp,TX,"UT Health East Texas - Tyler, TX",33.03,-94.96
2,2,2,2,2,2,2,44,Monroe County Medical Center,180105,21171,Monroe,KY,"Not In Any System - ,",36.7,-85.68
3,3,3,3,3,3,3,44,Hansen Family Hospital,161380,19083,Hardin,IA,"Not In Any System - ,",42.5,-93.26
3,3,3,3,3,3,3,44,Jenkins County Medical Center,111311,13165,Jenkins,GA,"Not In Any System - ,",32.8,-81.93
1,1,1,1,1,1,1,44,SMHC Medical Center - Biddeford,200019,23031,York,ME,"MaineHealth - Portland, ME",43.48,-70.49
2,2,2,2,2,2,2,44,Union Hospital Clinton,151326,18165,Vermillion,IN,"Union Hospital Health Group - Terre Haute, IN",39.65,-87.4
2,2,2,2,2,2,2,44,University of Maryland Shore Medical Center at Easton,210037,24041,Talbot,MD,"University of Maryland Medical System - Baltimore, MD",38.77,-76.08
3,3,3,3,3,3,3,43.95,Allegheny Valley Hospital,390032,42003,Allegheny,PA,"Allegheny Health Network - Pittsburgh, PA",40.62,-79.74
3,3,3,3,3,3,3,43.93,Bridgeport Hospital Milford Campus,70019,9009,New Haven,CT,"Yale New Haven Health - New Haven, CT",41.22,-73.06
3,3,3,3,3,3,3,43.93,OASIS Hospital,30131,4013,Maricopa,AZ,"Not In Any System - ,",33.46,-112
3,3,3,3,3,3,3,43.91,Saint Francis Hospital - Bartlett,440228,47157,Shelby,TN,"TENET Healthcare - Dallas, TX",35.21,-89.8
2,2,2,2,2,2,2,43.91,Aurora West Allis Medical Center,520139,55079,Milwaukee,WI,"Advocate Aurora Health - Downers Grove, IL",43,-88.02
1,1,1,1,1,1,1,43.87,Southeastern Med,360203,39059,Guernsey,OH,"Not In Any System - ,",40.04,-81.58
3,3,3,3,3,3,3,43.85,Specialty Hospital of Central Jersey,312017,34029,Ocean,NJ,"Not In Any System - ,",40.07,-74.22
3,3,3,3,3,3,3,43.75,Hoag Orthopedic Institute,50769,6059,Orange,CA,"Hoag Hospitals - Newport Beach, CA",33.66,-117.77
3,3,3,3,3,3,3,43.69,Suburban Community Hospital,390116,42091,Montgomery,PA,"Prime Healthcare Services, Inc. - Ontario, CA",40.14,-75.31
1,1,1,1,1,1,1,43.66,Highlands ARH Regional Medical Center,180005,21071,Floyd,KY,"Appalachian Regional Healthcare - Lexington, KY",37.73,-82.77
1,1,1,1,1,1,1,43.6,Porter Starke Services - Inpatient Care Center,154052,18127,Porter,IN,"Not In Any System - ,",41.49,-87.05
3,3,3,3,3,3,3,43.57,Pearl River County Hospital,251333,28109,Pearl River,MS,"Not In Any System - ,",30.86,-89.54
3,3,3,3,3,3,3,43.45,Saint Mark's Hospital,460047,49035,Salt Lake,UT,"HCA Healthcare - Nashville, TN",40.69,-111.86
1,1,1,1,1,1,1,43.2,AHN Grove City,390266,42085,Mercer,PA,"Not In Any System - ,",41.17,-80.08
3,3,3,3,3,3,3,43.12,Thomas Memorial Hospital,510029,54039,Kanawha,WV,"Thomas Health System, Inc. - Charleston, WV",38.36,-81.73
3,3,3,3,3,3,3,43.08,Taunton State Hospital,224001,25005,Bristol,MA,"Massachusetts Executive Office of Health and Human Services - Boston, MA",41.91,-71.1
3,3,3,3,3,3,3,43.07,HCA Houston Healthcare Tomball,450670,48201,Harris,TX,"HCA Healthcare - Nashville, TN",30.09,-95.62
1,1,1,1,1,1,1,43.06,Queen of the Valley Medical Center,50009,6055,Napa,CA,"Providence St. Joseph Health - Renton, WA",38.32,-122.3
1,1,1,1,1,1,1,43.04,Cornerstone Specialty Hospitals Muskogee,372022,40101,Muskogee,OK,"Cornerstone Healthcare Group - Dallas, TX",35.75,-95.41
3,3,3,3,3,3,3,43.03,AdventHealth Central Texas,450152,48027,Bell,TX,"AdventHealth - Altamonte Springs, FL",31.11,-97.8
2,2,2,2,2,2,2,43,Unity Point Health Memorial Hospital,141305,17067,Hancock,IL,"UnityPoint Health - Des Moines, IA",40.41,-91.11
2,2,2,2,2,2,2,43,Foundation Health Partners Fairbanks Memorial Hospital,20012,2090,Fairbanks North Star,AK,"Foundation Health Partners - Fairbanks, AK",64.83,-147.74
1,1,1,1,1,1,1,43,Jeff Davis Hospital,111333,13161,Jeff Davis,GA,"Not In Any System - ,",31.86,-82.61
1,1,1,1,1,1,1,43,Parkview Whitley Hospital,150101,18183,Whitley,IN,"Parkview Health - Fort Wayne, IN",41.16,-85.47
1,1,1,1,1,1,1,43,Edgefield County Hospital,421304,45037,Edgefield,SC,"Not In Any System - ,",33.78,-81.93
1,1,1,1,1,1,1,43,Sullivan County Community Hospital,151327,18153,Sullivan,IN,"Not In Any System - ,",39.13,-87.41
2,3,3,3,3,3,3,43,Meeker Memorial Hospital,241366,27093,Meeker,MN,"Not In Any System - ,",45.12,-94.53
2,2,2,2,2,2,2,43,Tyler Holmes Memorial Hospital,251312,28097,Montgomery,MS,"Not In Any System - ,",33.49,-89.74
2,2,2,2,2,2,2,43,Dunes Surgery Hospital,430089,46127,Union,SD,"Not In Any System - ,",42.51,-96.5
2,2,2,2,2,2,2,43,Regional Medical Center,161343,19055,Delaware,IA,"Not In Any System - ,",42.48,-91.47
1,1,1,1,1,1,1,43,Essentia Health Saint Mary's Hospital - Superior,521329,55031,Douglas,WI,"Essentia Health - Duluth, MN",46.7,-92.1
3,3,3,3,3,3,3,43,Mitchell County Regional Health Center,161323,19131,Mitchell,IA,"Not In Any System - ,",43.29,-92.81
2,2,2,2,2,2,2,43,Lawrence Memorial Hospital,41309,5075,Lawrence,AR,"Not In Any System - ,",36.07,-90.97
2,2,2,2,2,2,2,43,The Medical Center at Scottsville,181324,21003,Allen,KY,"Med Center Health - Bowling Green, KY",36.76,-86.22
2,2,2,2,2,2,2,43,McLaren Northern Michigan,230105,26047,Emmet,MI,"McLaren Health Care - Flint, MI",45.37,-84.97
2,2,2,2,2,2,2,43,AdventHealth Ottawa,170014,20059,Franklin,KS,"AdventHealth - Altamonte Springs, FL",38.6,-95.27
3,3,3,3,3,3,2,42.9,Monroe Regional Hospital,251302,28095,Monroe,MS,"Not In Any System - ,",33.82,-88.54
3,3,3,3,3,3,3,42.89,Melbourne Regional Medical Center,100291,12009,Brevard,FL,"Steward Health Care System - Boston, MA",28.11,-80.67
2,2,2,2,2,2,2,42.8,North Mississippi Medical Center - Hamilton,10044,1093,Marion,AL,"North Mississippi Health Services - Tupelo, MS",34.13,-87.99
3,3,3,3,3,3,3,42.75,Lakeside Behavioral Health System,444004,47157,Shelby,TN,"Universal Health Services, Inc. - King of Prussia, PA",35.21,-89.77
1,1,1,1,1,1,1,42.74,Kerrville State Hospital,454014,48265,Kerr,TX,"Texas Health and Human Services - Austin, TX",30.05,-99.16
1,1,1,1,1,1,1,42.66,Indian Path Community Hospital,440176,47163,Sullivan,TN,"Ballad Health - Johnson City, TN",36.55,-82.52
1,1,1,1,1,1,1,42.54,UnityPoint Health - Meriter,520089,55025,Dane,WI,"UnityPoint Health - Des Moines, IA",43.07,-89.4
1,1,1,1,1,1,1,42.46,Sierra Nevada Memorial Hospital,50150,6057,Nevada,CA,"CommonSpirit Health - Englewood, CO",39.23,-121.05
1,1,1,1,1,1,1,42.42,Monadnock Community Hospital,301309,33011,Hillsborough,NH,"Granite One Health - Manchester, NH",42.89,-71.94
3,3,3,3,3,3,3,42.38,Silver Hill Hospital,74014,9001,Fairfield,CT,"Not In Any System - ,",41.17,-73.47
1,1,1,1,1,1,1,42.37,Mary Greeley Medical Center,160030,19169,Story,IA,"Not In Any System - ,",42.03,-93.61
2,2,2,2,2,2,2,42.36,Divine Savior Healthcare,520041,55021,Columbia,WI,"Not In Any System - ,",43.57,-89.47
3,3,3,3,3,3,3,42.3,New England Sinai Hospital,222027,25021,Norfolk,MA,"Steward Health Care System - Boston, MA",42.14,-71.1
3,3,3,3,3,3,3,42.28,Hillside Rehabilitation Hospital,363026,39155,Trumbull,OH,"Steward Health Care System - Boston, MA",41.25,-80.73
3,3,3,3,3,3,3,42.21,Baptist Health Medical Center - North Little Rock,40036,5119,Pulaski,AR,"Baptist Health - Little Rock, AR",34.78,-92.22
3,2,2,2,2,2,2,42.07,Beckett Springs,364051,39017,Butler,OH,"Springstone, Inc. - Louisville, KY",39.34,-84.46
2,2,2,2,2,2,2,42.04,Kaiser Permanente Westside Medical Center,380103,41067,Washington,OR,"Kaiser Permanente - Oakland, CA",45.54,-122.88
1,1,1,1,1,1,1,42,Tyler County Hospital,450460,48457,Tyler,TX,"Not In Any System - ,",30.78,-94.43
1,1,1,1,1,1,1,42,Ascension Eagle River Memorial Hospital,521300,55125,Vilas,WI,"Ascension Health - Saint Louis, MO",45.93,-89.25
1,1,1,1,1,1,1,42,Wayne General Hospital,250077,28153,Wayne,MS,"Not In Any System - ,",31.67,-88.63
1,1,1,1,1,1,1,42,Bonner General Hospital,131328,16017,Bonner,ID,"Not In Any System - ,",48.28,-116.55
2,2,2,2,2,2,2,42,Woodlawn Hospital,151313,18049,Fulton,IN,"Not In Any System - ,",41.06,-86.2
1,1,1,1,1,1,1,42,Williamson Memorial Hospital,510077,54059,Mingo,WV,"Not In Any System - ,",37.68,-82.27
1,1,1,1,1,1,1,42,HSHS Good Shepherd Hospital,140019,17173,Shelby,IL,"Hospital Sisters Health System (HSHS) - Springfield, IL",39.41,-88.81
1,1,1,1,1,1,1,42,Bladen County Hospital,341315,37017,Bladen,NC,"Cape Fear Valley Health System - Fayetteville, NC",34.62,-78.61
2,2,2,2,2,2,2,42,Jackson County Regional Health Center,161329,19097,Jackson,IA,"Genesis Health System - Davenport, IA",42.07,-90.67
1,1,1,1,1,1,1,42, Izard County Medical Center,41306,5065,Izard,AR,"Americore Health - Fort Lauderdale, FL",36.13,-92.13
2,2,2,2,2,2,2,42,Paulding County Hospital,361300,39125,Paulding,OH,"Not In Any System - ,",41.14,-84.6
3,3,3,3,3,3,3,42,Milbank Area Health Care Campus,431326,46051,Grant,SD,"Not In Any System - ,",45.22,-96.62
2,2,2,2,2,2,2,42,Floyd County Medical Center,161347,19067,Floyd,IA,"Not In Any System - ,",43.05,-92.68
2,2,2,2,2,2,2,42,The Medical Center at Franklin,181318,21213,Simpson,KY,"Med Center Health - Bowling Green, KY",36.7,-86.58
2,2,2,2,2,2,2,42,Bullock County Hospital,10110,1011,Bullock,AL,"Not In Any System - ,",32.15,-85.72
3,3,3,3,3,3,3,42,Warner Hospital and Healthcare Services,141303,17039,De Witt,IL,"Not In Any System - ,",40.15,-88.96
3,3,3,3,3,3,3,42,Little River Memorial Hospital,41320,5081,Little River,AR,"Not In Any System - ,",33.67,-94.14
3,3,3,3,3,3,3,42,Southern Virginia Regional Medical Center,490097,51595,Emporia City,VA,"Bon Secours Mercy Health - Cincinnati, OH",36.7,-77.54
3,3,3,3,3,3,3,41.95,Mohawk Valley Psychiatric Center,334021,36065,Oneida,NY,"New York State Office of Mental Health - Albany, NY",43.1,-75.26
1,1,1,1,1,1,1,41.83,Encompass Health Rehabilitation Hospital of Rock Hill,423028,45091,York,SC,"Encompass Health - Birmingham, AL",34.96,-81.05
2,2,2,2,2,2,2,41.8,Aultman Orrville Hospital,361323,39169,Wayne,OH,"Aultman - Canton, OH",40.83,-81.76
1,1,1,1,1,1,1,41.79,Chambers Memorial Hospital,40011,5149,Yell,AR,"Not In Any System - ,",35.05,-93.39
1,1,1,1,1,1,1,41.75,Kessler Institute for Rehabilitation Marlton Campus,313032,34005,Burlington,NJ,"Select Medical Corporation - Mechanicsburg, PA",39.88,-74.92
2,2,2,2,2,2,2,41.72,Lovelace Women's Hospital,320017,35001,Bernalillo,NM,"Ardent Health Services - Nashville, TN",35.13,-106.59
1,1,1,1,1,1,1,41.71,University of Maryland Shore Medical Center at Dorchester,210010,24019,Dorchester,MD,"University of Maryland Medical System - Baltimore, MD",38.57,-76.07
3,3,3,3,3,3,3,41.7,Maple Grove Hospital,240214,27053,Hennepin,MN,"Not In Any System - ,",45.13,-93.48
2,2,2,2,2,2,2,41.57,Willamette Valley Medical Center,380071,41071,Yamhill,OR,"LifePoint Health - Brentwood, TN",45.2,-123.17
1,1,1,1,1,1,1,41.53,Essentia Health Fargo,350070,38017,Cass,ND,"Essentia Health - Duluth, MN",46.83,-96.83
1,1,1,1,1,1,1,41.51,Merit Health Woman's Hospital,250136,28121,Rankin,MS,"Community Health Systems, Inc. (CHS) - Franklin, TN",32.33,-90.1
1,1,1,1,1,1,1,41.5,Parkland Health Center - Farmington,260163,29187,St Francois,MO,"BJC HealthCare - Saint Louis, MO",37.78,-90.44
1,1,1,1,1,1,1,41.45,San Ramon Regional Medical Center,50689,6013,Contra Costa,CA,"TENET Healthcare - Dallas, TX",37.77,-121.96
3,3,3,3,3,3,3,41.43,Santa Cruz Valley Regional Hospital,30137,4019,Pima,AZ,"Not In Any System - ,",31.81,-111.01
1,1,1,1,1,1,1,41.41,Good Samaritan Medical Center,60116,8013,Boulder,CO,"SCL Health - Denver, CO",39.97,-105.08
3,3,3,3,3,3,3,41.39,Fresno Surgical Hospital,50708,6019,Fresno,CA,"Not In Any System - ,",36.82,-119.78
1,1,1,1,1,1,1,41.35,Ozarks Medical Center,260078,29091,Howell,MO,"Not In Any System - ,",36.74,-91.88
3,2,2,2,2,2,2,41.3,Northcoast Behavioral Healthcare - Northfield Campus,364011,39153,Summit,OH,"Ohio Department of Mental Health - Columbus, OH",41.35,-81.57
1,1,1,1,1,1,1,41.27,W. W. Hastings Indian Hospital,370171,40021,Cherokee,OK,"Indian Health Service - Rockville, MD",35.91,-94.95
3,3,3,3,3,3,3,41.22,Nashoba Valley Medical Center,220098,25017,Middlesex,MA,"Steward Health Care System - Boston, MA",42.58,-71.57
1,1,1,1,1,1,1,41.13,Akron General Lodi Hospital,361303,39103,Medina,OH,"Cleveland Clinic Health System - Cleveland, OH",41.04,-82.01
3,3,3,3,3,3,3,41.11,Roseland Community Hospital,140068,17031,Cook,IL,"Not In Any System - ,",41.69,-87.63
2,2,2,2,2,2,2,41.1,Jennersville Hospital,390220,42029,Chester,PA,"Tower Health - Reading, PA",39.82,-75.89
1,1,1,1,1,1,1,41,Penn Highlands Elk,391315,42047,Elk,PA,"Penn Highlands Healthcare - DuBois, PA",41.43,-78.58
1,1,1,1,1,1,1,41,Otsego Memorial Hospital,230133,26137,Otsego,MI,"Munson Healthcare - Traverse City, MI",45.04,-84.67
1,1,1,1,1,1,1,41,Tallahatchie General Hospital,251304,28135,Tallahatchie,MS,"Not In Any System - ,",34,-90.06
2,2,2,2,2,2,2,41,Camden General Hospital,441316,47005,Benton,TN,"West Tennessee Healthcare - Jackson, TN",36.06,-88.11
1,1,1,1,1,1,1,41,Southwest Medical Center,170068,20175,Seward,KS,"Not In Any System - ,",37.05,-100.93
1,1,1,1,1,1,1,41,Southeast Health Center of Stoddard County,260160,29207,Stoddard,MO,"Southeast Health - Cape Girardeau, MO",36.81,-89.97
1,1,1,1,1,1,1,41,Abbeville Area Medical Center,421301,45001,Abbeville,SC,"Not In Any System - ,",34.16,-82.38
1,1,1,1,1,1,1,41,Geary Community Hospital,170074,20061,Geary,KS,"Not In Any System - ,",39.01,-96.85
1,1,1,1,1,1,1,41,Baptist Health Medical Center - Arkadelphia,41321,5019,Clark,AR,"Baptist Health - Little Rock, AR",34.12,-93.09
1,1,1,1,1,1,1,41,Gila Regional Medical Center,320016,35017,Grant,NM,"Not In Any System - ,",32.8,-108.26
3,3,3,3,3,3,3,41,Avera Holy Family Hospital,161351,19063,Emmet,IA,"Avera Health - Sioux Falls, SD",43.41,-94.83
2,2,2,3,3,3,3,41,CHI Saint Joseph's Health,241380,27057,Hubbard,MN,"CommonSpirit Health - Englewood, CO",46.92,-95.06
2,2,2,3,3,3,3,41,Coteau Health Care System Hospital,431339,46109,Roberts,SD,"Not In Any System - ,",45.66,-97.05
2,2,2,2,2,2,2,41,West Carroll Memorial Hospital,190081,22123,West Carroll,LA,"Not In Any System - ,",32.87,-91.38
2,2,2,2,2,2,2,41,Monroe County Hospital,10120,1099,Monroe,AL,"Not In Any System - ,",31.5,-87.32
2,2,2,2,2,2,2,41,Mercy Hospital Kingfisher,371313,40073,Kingfisher,OK,"Mercy - Chesterfield, MO",35.81,-97.94
2,2,2,2,2,2,2,41,Avera Saint Mary's Hospital,430015,46065,Hughes,SD,"Avera Health - Sioux Falls, SD",44.36,-100.34
1,1,1,1,1,1,1,40.98,Mercy Hospital Carthage,261338,29097,Jasper,MO,"Mercy - Chesterfield, MO",37.14,-94.32
1,1,1,1,1,1,1,40.98,Saint Anthony Regional Hospital,160005,19027,Carroll,IA,"Not In Any System - ,",42.06,-94.87
3,2,2,2,2,2,2,40.94,Trinity Hospital Twin City,361302,39157,Tuscarawas,OH,"CommonSpirit Health - Englewood, CO",40.4,-81.34
3,3,3,3,3,3,3,40.93,Encompass Health Rehabilitation Hospital of Spring Hill,103042,12053,Hernando,FL,"Encompass Health - Birmingham, AL",28.53,-82.52
1,1,1,1,1,1,1,40.92,Logan Regional Hospital,460015,49005,Cache,UT,"Intermountain Health Care, Inc - Salt Lake City, UT",41.76,-111.82
1,1,1,1,1,1,1,40.84,Heart Hospital at Saint Francis,370218,40143,Tulsa,OK,"Saint Francis Health System - Tulsa, OK",36.07,-95.92
3,3,3,3,3,3,3,40.83,University of Maryland Medical Center Midtown Campus,210038,24005,Baltimore,MD,"University of Maryland Medical System - Baltimore, MD",39.3,-76.62
2,2,2,2,2,2,2,40.82,Encompass Health Rehabilitation Hospital of Pearland,673066,48039,Brazoria,TX,"Encompass Health - Birmingham, AL",29.57,-95.39
3,3,3,3,3,3,3,40.81,LifeCare Hospitals of Dallas,452044,48113,Dallas,TX,"LifeCare Health Partners - Plano, TX",32.82,-96.85
3,3,3,3,3,3,3,40.74,Ochsner Baptist - A Campus of Ochsner Medical Center,190135,22071,Orleans,LA,"Ochsner Health System - New Orleans, LA",29.94,-90.1
1,1,1,1,1,1,1,40.7,Longmont United Hospital,60003,8013,Boulder,CO,"Centura Health - Englewood, CO",40.18,-105.13
1,1,1,1,1,1,1,40.7,Barton Memorial Hospital,50352,6017,El Dorado,CA,"Not In Any System - ,",38.91,-120
1,1,1,1,1,1,1,40.68, Ascension Columbia Saint Mary's Hospital Ozaukee,520027,55089,Ozaukee,WI,"Ascension Health - Saint Louis, MO",43.26,-87.92
3,3,3,3,3,3,3,40.66,Legacy Good Samaritan Hospital,380017,41051,Multnomah,OR,"Legacy Health System - Portland, OR",45.53,-122.7
3,3,3,3,3,3,3,40.59,Shore Rehabilitation Institute,313033,34029,Ocean,NJ,"Not In Any System - ,",40.08,-74.13
3,3,3,3,3,3,3,40.52,Marshfield Medical Center Rice Lake,520011,55005,Barron,WI,"Marshfield Clinic Health System - Marshfield, WI",45.51,-91.76
1,1,1,1,1,1,1,40.51,Baylor Scott & White Medical Center Taylor,451374,48491,Williamson,TX,"Baylor Scott & White Health - Dallas, TX",30.59,-97.42
1,1,1,1,1,1,1,40.37,Lawton Indian Hospital,370170,40031,Comanche,OK,"Indian Health Service - Rockville, MD",34.63,-98.39
3,2,2,2,2,2,2,40.34,CHRISTUS Ochsner Lake Area Hospital,190201,22019,Calcasieu,LA,"Not In Any System - ,",30.18,-93.25
1,1,1,1,1,1,1,40.33,Bassett Medical Center,330136,36077,Otsego,NY,"Bassett Healthcare Network - Cooperstown, NY",42.7,-74.92
3,3,3,3,3,3,3,40.32,Ascension Saint John Sapulpa,371312,40037,Creek,OK,"Ascension Health - Saint Louis, MO",35.99,-96.1
1,1,1,1,1,1,1,40.31,G. Werber Bryan Psychiatric Hospital,424005,45079,Richland,SC,"South Carolina Department of Mental Health - Columbia, SC",34.08,-81
3,3,3,3,3,3,3,40.23,Mercy Health - Saint Charles Hospital,360081,39095,Lucas,OH,"Bon Secours Mercy Health - Cincinnati, OH",41.63,-83.49
2,2,2,2,2,2,2,40.14, Cuero Regional Hospital,450597,48123,De Witt,TX,"Not In Any System - ,",29.11,-97.28
3,3,3,3,3,3,3,40.08,South Central Kansas Regional Medical Center,170150,20035,Cowley,KS,"Not In Any System - ,",37.13,-97.04
1,1,1,1,1,1,1,40,Memorial Hospital of Sweetwater County,530011,56037,Sweetwater,WY,"Not In Any System - ,",41.58,-109.23
1,1,1,1,1,1,1,40,Buena Vista Regional Medical Center,161375,19021,Buena Vista,IA,"Not In Any System - ,",42.64,-95.22
1,1,1,1,1,1,1,40,Newport Hospital,410006,44005,Newport,RI,"Lifespan Corporation - Providence, RI",41.5,-71.31
1,1,1,1,1,1,1,40,Riverview Regional Medical Center,441307,47159,Smith,TN,"LifePoint Health - Brentwood, TN",36.26,-85.95
1,1,1,1,1,1,1,40,Yalobusha General Hospital,250061,28161,Yalobusha,MS,"Not In Any System - ,",34.13,-89.64
1,1,1,1,1,1,1,40,Madison Parish Hospital,191314,22065,Madison,LA,"Not In Any System - ,",32.4,-91.19
1,1,1,1,1,1,1,40,Wake Forest Baptist Health Davie Medical Center,340187,37059,Davie,NC,"Wake Forest Baptist Health - Winston-Salem, NC",36.01,-80.45
1,1,1,1,1,1,1,40,Bacon County Hospital,111327,13005,Bacon,GA,"Not In Any System - ,",31.54,-82.46
1,1,1,1,1,1,1,40,Crawford County Memorial Hospital,161369,19047,Crawford,IA,"Not In Any System - ,",42.03,-95.38
1,1,1,1,1,1,1,40,Morrow County Hospital,361313,39117,Morrow,OH,"Not In Any System - ,",40.55,-82.85
1,1,1,1,1,1,1,40,Washington Health System Greene,390150,42059,Greene,PA,"Washington Health System - Washington, PA",39.9,-80.17
1,1,1,1,1,1,1,40,Huron Regional Medical Center,431335,46005,Beadle,SD,"Not In Any System - ,",44.36,-98.21
2,2,2,2,2,2,2,40,Russell County Hospital,490002,51167,Russell,VA,"Ballad Health - Johnson City, TN",36.9,-82.08
2,2,2,2,2,2,2,40,Mercy Hospital Ozark,41303,5047,Franklin,AR,"Mercy - Chesterfield, MO",35.49,-93.83
2,2,2,2,2,2,2,40,Meadowview Regional Medical Center,180019,21161,Mason,KY,"LifePoint Health - Brentwood, TN",38.64,-83.81
1,1,1,1,1,1,1,39.96,Northwestern Medicine Woodstock Hospital,140176,17111,McHenry,IL,"Northwestern Medicine - Chicago, IL",42.28,-88.4
3,3,3,3,3,3,3,39.94,UPMC East,390328,42003,Allegheny,PA,"University of Pittsburgh Medical Center (UPMC) - Pittsburgh, PA",40.44,-79.76
3,3,3,3,3,3,3,39.93,Saint Luke's Rehabilitation Institute,503025,53063,Spokane,WA,"Providence St. Joseph Health - Renton, WA",47.65,-117.41
3,3,3,3,3,3,3,39.91,Sanford Sheldon Medical Center,161381,19141,O Brien,IA,"Sanford Health - Fargo, Sioux Falls, ND",43.19,-95.85
1,1,1,1,1,1,1,39.9,Saint John Hospital,170009,20103,Leavenworth,KS,"Prime Healthcare Services, Inc. - Ontario, CA",39.28,-94.9
3,3,3,3,3,3,3,39.87,Encompass Health Rehabilitation Hospital of Las Vegas,293026,32003,Clark,NV,"Encompass Health - Birmingham, AL",36.16,-115.19
3,3,3,3,3,3,3,39.86,Encompass Health Rehabilitation Institute of Tucson,33028,4019,Pima,AZ,"Encompass Health - Birmingham, AL",32.26,-110.88
1,1,1,1,1,1,1,39.84,Plateau Medical Center,511317,54019,Fayette,WV,"Community Health Systems, Inc. (CHS) - Franklin, TN",37.97,-81.15
1,1,1,1,1,1,1,39.72,Stony Brook Eastern Long Island Hospital,330088,36103,Suffolk,NY,"Stony Brook Medicine - Stony Brook, NY",41.11,-72.36
2,2,2,2,2,2,2,39.67,Monument Health Spearfish Hospital,430048,46081,Lawrence,SD,"Monument Health - Rapid City, SD",44.5,-103.86
3,3,3,3,3,3,3,39.64,Peachford Hospital,114010,13089,De Kalb,GA,"Universal Health Services, Inc. - King of Prussia, PA",33.93,-84.3
1,1,1,1,1,1,1,39.59,Larkin Community Hospital Behavioral Health Services,104079,12011,Broward,FL,"Larkin Community Hospital Health System - South Miami, FL",26.02,-80.18
1,1,1,1,1,1,1,39.59,Springhill Medical Center,190088,22119,Webster,LA,"Not In Any System - ,",33.01,-93.44
1,1,1,1,1,1,1,39.54,Bunkie General Hospital,191311,22009,Avoyelles,LA,"Not In Any System - ,",30.95,-92.18
3,3,3,3,3,3,3,39.53,AllianceHealth Midwest,370094,40109,Oklahoma,OK,"Not In Any System - ,",35.47,-97.39
3,3,3,3,3,3,3,39.41,South Shore Hospital,140181,17031,Cook,IL,"Not In Any System - ,",41.75,-87.57
1,1,1,1,1,1,1,39.4,Merit Health Biloxi,250007,28047,Harrison,MS,"Community Health Systems, Inc. (CHS) - Franklin, TN",30.4,-88.89
3,3,3,3,3,3,3,39.32,East Morgan County Hospital,61303,8087,Morgan,CO,"Banner Health - Phoenix, AZ",40.25,-103.65
1,1,1,1,1,1,1,39.23,Ascension Borgess-Pipp Hospital,232034,26005,Allegan,MI,"Ascension Health - Saint Louis, MO",42.45,-85.65
3,3,3,3,3,3,3,39.21,Saint Lawrence Rehabilitation Center,313027,34021,Mercer,NJ,"Not In Any System - ,",40.29,-74.73
1,1,1,1,1,1,1,39.16,Montgomery General Hospital,511318,54019,Fayette,WV,"Not In Any System - ,",38.18,-81.32
1,1,1,1,1,1,1,39.14,SSM Health Saint Mary's Hospital - Madison,520083,55025,Dane,WI,"SSM Health Care - Saint Louis, MO",43.06,-89.4
3,3,3,3,3,3,3,39.12,Northwest Hospital,210040,24005,Baltimore,MD,"LifeBridge Health - Baltimore, MD",39.36,-76.78
1,1,1,1,1,1,1,39.12,First Hospital Wyoming Valley,394039,42079,Luzerne,PA,"Community Health Systems, Inc. (CHS) - Franklin, TN",41.27,-75.89
1,1,1,1,1,1,1,39.08,Duke Regional Hospital,340155,37063,Durham,NC,"Duke Health - Durham, NC",36.04,-78.9
3,3,3,3,3,3,3,39.08,Sonora Behavioral Health Hospital,34022,4019,Pima,AZ,"Acadia Healthcare - Franklin, TN",32.32,-111.01
3,3,3,3,3,3,3,39.05,Aurora West Hospital,34024,4013,Maricopa,AZ,"Signature Healthcare Services, LLC - Glendale, AZ",33.58,-112.19
2,2,2,2,2,2,2,39.01,Baptist Health Medical Center Conway,40154,5045,Faulkner,AR,"Baptist Health - Little Rock, AR",35.06,-92.42
2,2,2,2,2,2,2,39,Washington County Hospital and Nursing Home,11300,1129,Washington,AL,"Not In Any System - ,",31.46,-88.23
